set_no,name,price_store,price_new,price_used,rating_value,rating_votes,theme_group,theme,subtheme,main_tag,year,volume,weight,piece_cnt,minifig_cnt
7666-1,Hoth Rebel Base,49.99,163.0,66.0,4.3,35.0,Licensed,Star Wars,Episode V,,2007.0,,,548.0,8.0
7690-1,MB-01 Eagle Command Base,89.99,143.0,119.0,4.4,16.0,Action/Adventure,Space,Mars Mission,,2007.0,28541.952,2.38,760.0,8.0
7691-1,ETX Alien Mothership Assault ,49.99,89.0,50.0,3.9,9.0,Action/Adventure,Space,Mars Mission,,2007.0,21012.48,1.27,434.0,7.0
7692-1,MX-71 Recon Dropship ,39.99,85.0,46.0,4.6,30.0,Action/Adventure,Space,Mars Mission,,2007.0,8294.400000000001,0.9,435.0,6.0
7693-1,ETX Alien Strike,19.99,35.0,18.0,4.4,21.0,Action/Adventure,Space,Mars Mission,,2007.0,4976.64,0.47,246.0,3.0
7694-1,MT-31 Trike ,9.99,25.0,11.0,4.4,26.0,Action/Adventure,Space,Mars Mission,,2007.0,2073.600000000001,0.22,95.0,2.0
7695-1,MX-11 Astro Fighter ,4.99,16.0,6.0,4.3,38.0,Action/Adventure,Space,Mars Mission,,2007.0,995.328,0.09,57.0,2.0
7697-1,MT-51 Claw-Tank Ambush,29.99,64.0,34.0,4.4,14.0,Action/Adventure,Space,Mars Mission,,2007.0,7962.624000000002,0.81,374.0,3.0
7699-1,MT-101 Armoured Drilling Unit,79.99,94.0,55.0,4.9,11.0,Action/Adventure,Space,Mars Mission,,2007.0,,,635.0,5.0
7714-1,Golden Guardian,24.99,78.0,57.0,4.5,12.0,Action/Adventure,Exo-Force,Golden City,,2007.0,,,267.0,1.0
7721-1,Combat Crawler X2,49.99,61.0,36.0,3.8,5.0,Action/Adventure,Exo-Force,Golden City,,2007.0,,,581.0,3.0
7770-1,Deep Sea Treasure Hunter,4.99,10.0,7.0,4.6,21.0,Action/Adventure,Aqua Raiders,,,2007.0,995.328,0.09,75.0,1.0
7771-1,Angler Ambush,9.99,25.0,13.0,4.5,13.0,Action/Adventure,Aqua Raiders,,,2007.0,1658.88,0.15,130.0,2.0
7772-1,Lobster Strike,19.99,22.0,14.0,3.8,12.0,Action/Adventure,Aqua Raiders,,,2007.0,3981.312,0.36,223.0,2.0
7773-1,Tiger Shark Attack,29.99,70.0,25.0,4.6,7.0,Action/Adventure,Aqua Raiders,,,2007.0,5308.416,0.54,339.0,2.0
7774-1,Crab Crusher,49.99,87.0,39.0,4.1,8.0,Action/Adventure,Aqua Raiders,,,2007.0,13271.04,0.98,590.0,3.0
7775-1,Aquabase Invasion,69.99,148.0,60.0,4.9,9.0,Action/Adventure,Aqua Raiders,,,2007.0,15925.248,1.62,840.0,5.0
7776-1,The Shipwreck,24.99,62.0,37.0,4.4,9.0,Action/Adventure,Aqua Raiders,,,2007.0,,,241.0,3.0
7786-1,The Batcopter: The Chase for Scarecrow,29.99,194.0,123.0,4.4,12.0,Licensed,Batman,,,2007.0,5308.416,0.5,293.0,2.0
7787-1,The Bat-Tank: The Riddler and Bane's Hideout,49.99,195.0,147.0,4.0,9.0,Licensed,Batman,,,2007.0,8294.400000000001,0.79,645.0,3.0
7871-1,Whale,,9.0,5.0,4.5,4.0,Model making,Creator,,,2007.0,,,31.0,0.0
7872-1,Lion,,6.0,4.0,4.8,4.0,Model making,Creator,,,2007.0,,,57.0,0.0
7873-1,Aeroplane Set,,5.0,2.0,4.3,3.0,Model making,Creator,,,2007.0,,,38.0,0.0
7875-1,Backhoe,,7.0,2.0,4.7,3.0,Model making,Creator,,,2007.0,,,39.0,0.0
7876-1,Cement Truck,3.99,9.0,5.0,3.7,3.0,Model making,Creator,,,2007.0,,,44.0,0.0
7906-1,Fireboat,34.99,70.0,21.0,3.6,8.0,Modern day,City,Fire,,2007.0,9953.28,0.77,187.0,3.0
7907-1,City Advent Calendar,24.99,20.0,23.0,3.3,4.0,Modern day,City,Seasonal,,2007.0,,,232.0,8.0
7942-1,Off-Road Fire Rescue,9.99,16.0,5.0,4.2,22.0,Modern day,City,Fire,,2007.0,1658.88,0.19,131.0,1.0
7944-1,Fire Hovercraft,29.99,50.0,20.0,3.8,5.0,Modern day,City,Fire,,2007.0,7962.624000000002,0.67,274.0,3.0
7945-1,Fire Station,59.99,97.0,43.0,4.6,18.0,Modern day,City,Fire,,2007.0,13271.04,1.31,600.0,4.0
7990-1,Cement Mixer,14.99,48.0,16.0,4.6,19.0,Modern day,City,Traffic,,2007.0,,,213.0,1.0
7991-1,Recycle Truck,16.99,46.0,14.0,4.7,40.0,Modern day,City,Traffic,,2007.0,3317.76,0.34,206.0,1.0
7992-1,Container Stacker,19.99,41.0,19.0,3.8,8.0,Modern day,City,Harbour,,2007.0,4147.200000000002,0.44,218.0,1.0
7993-1,Service Station,39.99,92.0,45.0,4.6,10.0,Modern day,City,Traffic,,2007.0,,,402.0,3.0
7994-1,LEGO City Harbour,89.99,318.0,118.0,4.6,22.0,Modern day,City,Harbour,,2007.0,24035.328,2.28,659.0,5.0
7996-1,Train Rail Crossing,24.99,114.0,97.0,3.0,2.0,Modern day,City,Trains,,2007.0,,,4.0,0.0
7997-1,Train Station,44.99,155.0,68.0,4.3,7.0,Modern day,City,Trains,,2007.0,,,387.0,5.0
7998-1,Heavy Hauler,34.99,102.0,36.0,4.5,13.0,Modern day,City,Traffic,,2007.0,9953.28,0.75,332.0,1.0
8100-1,Cyclone Defender,7.99,7.0,11.0,3.8,20.0,Action/Adventure,Exo-Force,Golden City,,2007.0,1327.104,0.13,92.0,1.0
8101-1,Claw Crusher,7.99,24.0,10.0,4.5,13.0,Action/Adventure,Exo-Force,Golden City,,2007.0,1327.104,0.13,99.0,1.0
8102-1,Blade Titan,14.99,20.0,16.0,4.3,10.0,Action/Adventure,Exo-Force,Golden City,,2007.0,2654.208,0.32,162.0,1.0
8103-1,Sky Guardian,14.99,40.0,18.0,4.3,7.0,Action/Adventure,Exo-Force,Golden City,,2007.0,2654.208,0.32,144.0,1.0
8104-1,Shadow Crawler,14.99,26.0,11.0,4.3,13.0,Action/Adventure,Exo-Force,Golden City,,2007.0,2654.208,0.33,161.0,2.0
8105-1,Iron Condor,14.99,25.0,13.0,4.2,12.0,Action/Adventure,Exo-Force,Golden City,,2007.0,2654.208,0.31,141.0,1.0
8106-1,Aero Booster,29.99,64.0,43.0,4.6,7.0,Action/Adventure,Exo-Force,Golden City,,2007.0,7962.624000000002,0.73,312.0,1.0
8107-1,Fight for the Golden Tower,49.99,53.0,42.0,4.0,8.0,Action/Adventure,Exo-Force,Golden City,,2007.0,13271.04,1.15,571.0,2.0
8108-1,Mobile Devastator,89.99,108.0,111.0,4.0,3.0,Action/Adventure,Exo-Force,Golden City,,2007.0,24035.328,2.11,1009.0,13.0
8130-1,Terrain Crusher,4.99,9.0,3.0,4.0,4.0,Racing,Racers,Tiny Turbos,,2007.0,719.7119999999999,0.1,44.0,0.0
8131-1,Raceway Rider,4.99,14.0,2.0,3.7,3.0,Racing,Racers,Tiny Turbos,,2007.0,719.7119999999999,0.09,51.0,0.0
8132-1,Night Driver,4.99,18.0,3.0,4.0,5.0,Racing,Racers,Tiny Turbos,,2007.0,719.7119999999999,0.1,41.0,0.0
8133-1,Rally Runner,4.99,8.0,4.0,4.4,5.0,Racing,Racers,Tiny Turbos,,2007.0,719.7119999999999,0.09,51.0,0.0
8134-1,Night Crusher,19.99,25.0,11.0,4.4,5.0,Racing,Racers,Tiny Turbos,,2007.0,3981.312,0.42,265.0,0.0
8135-1,Bridge Chase,39.99,70.0,33.0,5.0,1.0,Racing,Racers,Tiny Turbos,,2007.0,8294.400000000001,0.76,542.0,0.0
8136-1,Fire Crusher,10.0,12.0,6.0,5.0,1.0,Racing,Racers,Power Racers,,2007.0,2073.600000000001,0.18,65.0,0.0
8137-1,Booster Beast,9.99,12.0,5.0,5.0,1.0,Racing,Racers,Power Racers,,2007.0,2073.600000000001,0.21,70.0,0.0
8138-1,Phantom Crasher,10.0,14.0,6.0,,,Racing,Racers,Power Racers,,2007.0,2073.600000000001,0.18,85.0,0.0
8139-1,Night Blazer,9.99,19.0,5.0,4.0,2.0,Racing,Racers,Power Racers,,2007.0,2073.600000000001,0.18,66.0,0.0
8140-1,Tow Trasher,19.99,22.0,7.0,3.5,2.0,Racing,Racers,Power Racers,,2007.0,3981.312,0.4,182.0,0.0
8141-1,Off Road Power,19.99,18.0,11.0,4.5,2.0,Racing,Racers,Power Racers,,2007.0,3981.312,0.48,201.0,0.0
8142-1,Ferrari 248 F1 1:24,19.99,77.0,18.0,2.8,4.0,Racing,Racers,Ferrari,,2007.0,3981.312,0.38,167.0,0.0
8143-1,Ferrari F430 Challenge 1:17,49.99,90.0,58.0,3.2,5.0,Racing,Racers,Ferrari,,2007.0,10616.832,1.24,690.0,0.0
8144-1,Ferrari 248 F1 Team (Michael Schumacher Edition),69.99,200.0,129.0,3.0,1.0,Racing,Racers,Ferrari,,2007.0,,,726.0,8.0
8144-2,Ferrari F1 Team (Kimi Räikkönen Edition),,250.0,90.0,5.0,1.0,Racing,Racers,Ferrari,,2007.0,15925.248,1.53,726.0,8.0
8145-1,Ferrari 599 GTB Fiorano 1:10,109.99,731.0,192.0,3.4,5.0,Racing,Racers,Ferrari,,2007.0,,,1327.0,0.0
8146-1,Nitro Muscle,49.99,60.0,57.0,3.7,3.0,Racing,Racers,Power Racers,,2007.0,,,598.0,0.0
8147-1,Bullet Run,49.99,50.0,46.0,4.8,5.0,Racing,Racers,Tiny Turbos,,2007.0,10616.832,1.2,796.0,0.0
8270-1,Rough Terrain Crane,9.99,53.0,9.0,3.7,6.0,Technical,Technic,,,2007.0,2211.84,0.25,106.0,0.0
8271-1,Wheel Loader,19.99,30.0,19.0,3.9,8.0,Technical,Technic,,,2007.0,3317.76,0.4,200.0,0.0
8272-1,Snowmobile,29.99,93.0,25.0,4.0,10.0,Technical,Technic,,,2007.0,5308.416,0.61,331.0,0.0
8273-1,Off Road Truck,49.99,102.0,32.0,4.6,5.0,Technical,Technic,,,2007.0,10616.832,1.3,805.0,0.0
8274-1,Combine Harvester,69.99,334.0,97.0,4.0,3.0,Technical,Technic,,,2007.0,13271.04,1.55,1025.0,0.0
8275-1,Motorized Bulldozer,149.99,563.0,176.0,4.9,15.0,Technical,Technic,,,2007.0,30044.160000000003,2.89,1384.0,0.0
8910-1,Toa Kongu,9.99,53.0,12.0,4.1,16.0,Constraction,Bionicle,Toa Mahri,,2007.0,2252.16,0.27,64.0,0.0
8911-1,Toa Jaller,9.99,55.0,12.0,4.7,15.0,Constraction,Bionicle,Toa Mahri,,2007.0,2252.16,0.29,68.0,0.0
8912-1,Toa Hewkii,9.99,42.0,12.0,4.2,15.0,Constraction,Bionicle,Toa Mahri,,2007.0,2252.16,0.27,62.0,0.0
8913-1,Toa Nuparu,9.99,36.0,11.0,4.5,15.0,Constraction,Bionicle,Toa Mahri,,2007.0,2252.16,0.29,59.0,0.0
8914-1,Toa Hahli,9.99,40.0,13.0,4.6,16.0,Constraction,Bionicle,Toa Mahri,,2007.0,2252.16,0.3,59.0,0.0
8915-1,Toa Matoro,9.99,36.0,11.0,4.4,15.0,Constraction,Bionicle,Toa Mahri,,2007.0,2252.16,0.29,63.0,0.0
8916-1,Takadox,9.99,54.0,11.0,4.4,13.0,Constraction,Bionicle,Barraki,,2007.0,2187.6800000000007,0.21,62.0,0.0
8917-1,Kalmah,9.99,52.0,9.0,4.2,14.0,Constraction,Bionicle,Barraki,,2007.0,2187.6800000000007,0.22,53.0,0.0
8918-1,Carapar,9.99,40.0,10.0,4.3,7.0,Constraction,Bionicle,Barraki,,2007.0,2187.6800000000007,0.23,50.0,0.0
8919-1,Mantax,9.99,31.0,10.0,4.2,10.0,Constraction,Bionicle,Barraki,,2007.0,2187.6800000000007,0.23,58.0,0.0
8920-1,Ehlek,9.99,34.0,11.0,3.9,18.0,Constraction,Bionicle,Barraki,,2007.0,2187.6800000000007,0.22,54.0,0.0
8921-1,Pridak,9.99,38.0,9.0,3.5,10.0,Constraction,Bionicle,Barraki,,2007.0,2187.6800000000007,0.21,47.0,0.0
8922-1,Gadunka,19.99,68.0,38.0,4.3,11.0,Constraction,Bionicle,Warriors,,2007.0,4147.200000000002,0.41,176.0,0.0
8923-1,Hydraxon,19.99,114.0,42.0,4.7,13.0,Constraction,Bionicle,Warriors,,2007.0,4147.200000000002,0.35,165.0,0.0
8924-1,Maxilos and Spinax,29.99,108.0,60.0,4.8,13.0,Constraction,Bionicle,Warriors,,2007.0,7962.624000000002,0.55,256.0,0.0
8925-1,Barraki Deepsea Patrol ,29.99,56.0,44.0,4.0,1.0,Constraction,Bionicle,Playsets,,2007.0,6635.52,0.6,228.0,4.0
8926-1,Toa Undersea Attack ,49.99,75.0,60.0,5.0,1.0,Constraction,Bionicle,Playsets,,2007.0,9953.28,0.81,401.0,6.0
8927-1,Toa Terrain Crawler ,69.99,185.0,116.0,5.0,3.0,Constraction,Bionicle,Playsets,,2007.0,15925.248,1.5,674.0,10.0
8929-1,Defilak,4.99,14.0,5.0,4.5,11.0,Constraction,Bionicle,Matoran,,2007.0,995.328,0.1,37.0,0.0
8930-1,Dekar,4.99,18.0,7.0,4.6,9.0,Constraction,Bionicle,Matoran,,2007.0,995.328,0.1,37.0,0.0
8931-1,Thulox,5.0,25.0,5.0,3.8,6.0,Constraction,Bionicle,Matoran,,2007.0,995.328,0.1,39.0,0.0
8932-1,Morak,4.99,7.0,3.0,4.4,7.0,Constraction,Bionicle,Matoran,,2007.0,995.328,0.1,40.0,0.0
8934-1,Squid Ammo,1.99,9.0,2.0,2.6,5.0,Constraction,Bionicle,Accessories,,2007.0,269.568,0.02,7.0,0.0
8935-1,Nocturn,14.99,128.0,40.0,4.5,6.0,Constraction,Bionicle,Warriors,,2007.0,,,116.0,0.0
8939-1,Lesovikk,19.99,100.0,58.0,4.3,4.0,Constraction,Bionicle,Warriors,,2007.0,,,149.0,0.0
8940-1,Karzahni,39.99,275.0,146.0,4.5,8.0,Constraction,Bionicle,Warriors,,2007.0,,,373.0,0.0
10178-1,Motorised Walking AT-AT,129.99,545.0,206.0,4.9,29.0,Licensed,Star Wars,Episode V,,2007.0,,,1137.0,4.0
10179-1,Ultimate Collector's Millennium Falcon,499.99,1441.0,1059.0,4.9,14.0,Licensed,Star Wars,Ultimate Collector Series,,2007.0,,,5197.0,5.0
10181-1,Eiffel Tower ,199.99,741.0,551.0,5.0,8.0,Model making,Creator Expert,Buildings,,2007.0,,,3428.0,0.0
10182-1,Cafe Corner,139.99,1390.0,602.0,4.7,27.0,Model making,Creator Expert,Modular Buildings,,2007.0,,,2056.0,3.0
10190-1,Market Street,89.99,1512.0,589.0,4.7,9.0,Model making,Creator Expert,Modular Buildings,,2007.0,,,1248.0,3.0
2230-1,In-flight Helicopter and Raft,,36.0,22.0,5.0,1.0,Modern day,City,Airport,,2008.0,,,115.0,2.0
3830-1,The Bikini Bottom Express,19.99,130.0,27.0,4.4,11.0,Licensed,SpongeBob SquarePants,,,2008.0,3981.312,0.41,210.0,3.0
3831-1,Rocket Ride,29.99,164.0,36.0,4.2,6.0,Licensed,SpongeBob SquarePants,,,2008.0,6635.52,0.6,279.0,3.0
3832-1,The Emergency Room,29.99,73.0,39.0,3.8,5.0,Licensed,SpongeBob SquarePants,,,2008.0,,,236.0,3.0
4210-1,Coast Guard Platform,49.99,141.0,56.0,4.6,7.0,Modern day,City,Coast Guard,,2008.0,,,469.0,4.0
4837-1,Mini Trains,4.99,16.0,6.0,4.6,10.0,Model making,Creator,,,2008.0,705.0239999999999,0.11,73.0,0.0
4838-1,Mini Vehicles,4.99,15.0,4.0,4.4,5.0,Model making,Creator,,,2008.0,705.0239999999999,0.11,79.0,0.0
4897-1,Police Trike,,,,,,Modern day,City,Police,,2008.0,,,24.0,0.0
4898-1,Coast Guard Boat,,23.0,5.0,5.0,2.0,Modern day,City,Coast Guard,,2008.0,,,35.0,1.0
4900-1,Fire Helicopter,,5.0,3.0,4.0,7.0,Modern day,City,Fire,,2008.0,,,34.0,1.0
4993-1,Cool Convertible,49.99,100.0,45.0,4.7,6.0,Model making,Creator,,,2008.0,9953.28,1.35,648.0,0.0
4994-1,Fierce Creatures,12.99,38.0,12.0,4.3,4.0,Model making,Creator,,,2008.0,2654.208,0.28,193.0,0.0
4995-1,Cargo Copter,19.99,28.0,17.0,4.4,7.0,Model making,Creator,,,2008.0,4976.64,0.6,272.0,0.0
4996-1,Beach House,34.99,78.0,36.0,4.7,33.0,Model making,Creator,,,2008.0,7962.624000000002,1.13,522.0,0.0
4997-1,Transport Ferry,69.99,162.0,89.0,5.0,13.0,Model making,Creator,,,2008.0,21233.664,2.24,1279.0,0.0
4998-1,Stegosaurus,49.99,140.0,57.0,4.3,3.0,Model making,Creator,,,2008.0,9953.28,1.34,731.0,0.0
4999-1,Vestas Wind Turbine,,351.0,233.0,5.0,4.0,Model making,Creator Expert,Vestas,,2008.0,,,815.0,3.0
5372-1,Skeleton Chariot,,,,5.0,1.0,Historical,Castle,Fantasy Era,,2008.0,,,20.0,0.0
5373-1,Knight & Catapult,,,,,,Historical,Castle,Fantasy Era,,2008.0,,,21.0,0.0
5610-1,Builder,3.49,8.0,4.0,4.1,15.0,Modern day,City,Construction,,2008.0,,,23.0,1.0
5611-1,Public Works,3.49,6.0,4.0,4.5,12.0,Modern day,City,Traffic,,2008.0,,,31.0,1.0
5612-1,Police Officer,3.49,6.0,3.0,4.4,20.0,Modern day,City,Police,,2008.0,442.36800000000005,0.03,21.0,1.0
5613-1,Firefighter,3.49,5.0,2.0,4.4,12.0,Modern day,City,Fire,,2008.0,442.36800000000005,0.03,25.0,1.0
5614-1,The Good Wizard,,10.0,6.0,4.1,24.0,Historical,Castle,Fantasy Era,,2008.0,,,16.0,1.0
5615-1,The Knight,3.49,9.0,6.0,4.4,25.0,Historical,Castle,Fantasy Era,,2008.0,442.36800000000005,0.03,21.0,1.0
5616-1,Mini Robot,3.49,9.0,3.0,4.4,17.0,Action/Adventure,Space,Mars Mission,,2008.0,442.36800000000005,0.03,24.0,2.0
5617-1,Alien Jet,,7.0,4.0,3.8,9.0,Action/Adventure,Space,Mars Mission,,2008.0,,,21.0,1.0
5618-1,Troll Warrior,3.49,8.0,5.0,4.3,11.0,Historical,Castle,Fantasy Era,,2008.0,442.36800000000005,0.04,19.0,1.0
5619-1,Crystal Hawk,3.49,17.0,4.0,3.8,11.0,Action/Adventure,Space,Mars Mission,,2008.0,442.36800000000005,0.04,26.0,1.0
5620-1,Street Cleaner,3.49,7.0,3.0,4.4,16.0,Modern day,City,Construction,,2008.0,442.36800000000005,0.03,22.0,1.0
5621-1,Coast Guard Kayak,3.49,7.0,3.0,4.3,12.0,Modern day,City,Coast Guard,,2008.0,442.36800000000005,0.04,21.0,1.0
5625-1,Police 4x4,,4.0,1.0,5.0,1.0,Modern day,City,Police,,2008.0,,,32.0,1.0
5626-1,Coast Guard Bike,,17.0,4.0,4.7,6.0,Modern day,City,Coast Guard,,2008.0,,,13.0,1.0
5627-1,Mini Dozer,,6.0,5.0,3.5,2.0,Modern day,City,Construction,,2008.0,,,23.0,1.0
6126-1,Good Guy 2008,,,16.0,,,Constraction,Bionicle,,,2008.0,,,26.0,0.0
6127-1,Bad Guy 2008,,,24.0,4.0,1.0,Constraction,Bionicle,,,2008.0,,,29.0,0.0
6128-1,Function 2008,,,5.0,,,Constraction,Bionicle,,,2008.0,,,22.0,0.0
7037-1,Tower Raid,29.99,71.0,42.0,4.6,18.0,Historical,Castle,Fantasy Era,,2008.0,6635.52,0.75,364.0,5.0
7038-1,Troll Assault Wagon,19.99,44.0,24.0,4.3,13.0,Historical,Castle,Fantasy Era,,2008.0,4423.68,0.38,161.0,4.0
7040-1,Dwarves' Mine Defender,9.99,27.0,13.0,3.9,21.0,Historical,Castle,Fantasy Era,,2008.0,1658.88,0.16,86.0,3.0
7041-1,Troll Battle Wheel,39.99,83.0,56.0,4.4,9.0,Historical,Castle,Fantasy Era,,2008.0,,,508.0,6.0
7048-1,Troll Warship,79.99,177.0,135.0,4.7,9.0,Historical,Castle,Fantasy Era,,2008.0,21233.664,1.42,493.0,9.0
7235-2,Police Motorcycle,,11.0,5.0,4.0,2.0,Modern day,City,Police,,2008.0,,,28.0,1.0
7236-2,Police Car,5.99,16.0,5.0,5.0,2.0,Modern day,City,Police,,2008.0,,,59.0,1.0
7245-2,Prisoner Transport,,31.0,7.0,5.0,1.0,Modern day,City,Police,,2008.0,,,98.0,2.0
7583-1,Playful Puppy,12.99,9.0,6.0,4.5,2.0,Girls,Belville,,,2008.0,,,83.0,0.0
7585-1,Horse Stable,39.99,40.0,23.0,,,Girls,Belville,,,2008.0,,,209.0,1.0
7586-1,Sunshine Home,79.99,75.0,80.0,,,Girls,Belville,,,2008.0,,,450.0,3.0
7587-1,Horse Jumping,19.99,20.0,10.0,,,Girls,Belville,,,2008.0,,,54.0,1.0
7611-1,Police Car,,7.0,5.0,4.0,1.0,Racing,Racers,Tiny Turbos,,2008.0,,,35.0,0.0
7612-1,Muscle Car,,,,,,Racing,Racers,Tiny Turbos,,2008.0,,,37.0,0.0
7613-1,Track Racer,,24.0,5.0,,,Racing,Racers,Tiny Turbos,,2008.0,,,34.0,0.0
7620-1,Indiana Jones Motorcycle Chase,9.99,55.0,19.0,4.5,64.0,Licensed,Indiana Jones,Last Crusade,,2008.0,1658.88,0.14,79.0,3.0
7621-1,Indiana Jones and the Lost Tomb,19.99,107.0,38.0,4.5,35.0,Licensed,Indiana Jones,Raiders of the Lost Ark,,2008.0,3981.312,0.49,277.0,3.0
7622-1,Race for the Stolen Treasure,29.99,139.0,60.0,4.8,55.0,Licensed,Indiana Jones,Raiders of the Lost Ark,,2008.0,5308.416,0.53,272.0,4.0
7623-1,Temple Escape,59.99,251.0,99.0,4.6,26.0,Licensed,Indiana Jones,Raiders of the Lost Ark,,2008.0,11943.936000000003,1.25,554.0,6.0
7624-1,Jungle Duel,9.99,44.0,19.0,4.3,44.0,Licensed,Indiana Jones,Kingdom of the Crystal Skull,,2008.0,1658.88,0.12,90.0,3.0
7625-1,River Chase,19.99,53.0,26.0,4.5,29.0,Licensed,Indiana Jones,Kingdom of the Crystal Skull,,2008.0,3981.312,0.42,234.0,4.0
7626-1,Jungle Cutter,39.99,104.0,34.0,4.7,28.0,Licensed,Indiana Jones,Kingdom of the Crystal Skull,,2008.0,8957.952000000001,0.77,511.0,4.0
7627-1,Temple of the Crystal Skull,79.99,201.0,87.0,4.8,19.0,Licensed,Indiana Jones,Kingdom of the Crystal Skull,,2008.0,21233.664,1.98,929.0,10.0
7628-1,Peril in Peru,49.99,123.0,82.0,4.7,11.0,Licensed,Indiana Jones,Kingdom of the Crystal Skull,,2008.0,,,625.0,6.0
7644-1,MX-81 Hypersonic Operations Aircraft,79.99,227.0,84.0,4.5,10.0,Action/Adventure,Space,Mars Mission,,2008.0,15925.248,1.89,795.0,5.0
7645-1,MT-61 Crystal Reaper,49.99,86.0,59.0,5.0,8.0,Action/Adventure,Space,Mars Mission,,2008.0,13271.04,1.16,600.0,6.0
7646-1,ETX Alien Infiltrator,29.99,65.0,32.0,4.5,18.0,Action/Adventure,Space,Mars Mission,,2008.0,6635.52,0.64,333.0,4.0
7647-1,MX-41 Switch Fighter,19.99,62.0,27.0,4.6,18.0,Action/Adventure,Space,Mars Mission,,2008.0,4976.64,0.51,235.0,2.0
7648-1,MT-21 Mobile Mining Unit,9.99,37.0,12.0,4.7,23.0,Action/Adventure,Space,Mars Mission,,2008.0,2073.600000000001,0.22,130.0,2.0
7649-1,MT-201 Ultra-Drill Walker,69.99,182.0,83.0,5.0,12.0,Action/Adventure,Space,Mars Mission,,2008.0,,,759.0,3.0
7667-1,Imperial Dropship,9.99,29.0,15.0,4.4,65.0,Licensed,Star Wars,Legends,,2008.0,1327.104,0.13,81.0,4.0
7668-1,Rebel Scout Speeder,9.99,32.0,15.0,4.7,60.0,Licensed,Star Wars,Legends,,2008.0,1327.104,0.14,82.0,4.0
7669-1,Anakin's Jedi Starfighter,19.99,89.0,15.0,4.2,51.0,Licensed,Star Wars,The Clone Wars,,2008.0,3981.312,0.37,153.0,2.0
7670-1,Hailfire Droid & Spider Droid,19.99,54.0,23.0,4.3,50.0,Licensed,Star Wars,The Clone Wars,,2008.0,3981.312,0.31,249.0,5.0
7671-1,AT-AP Walker,39.99,72.0,35.0,4.6,35.0,Licensed,Star Wars,Episode III,,2008.0,7464.960000000001,0.72,392.0,2.0
7672-1,Rogue Shadow,49.99,161.0,62.0,4.2,37.0,Licensed,Star Wars,Legends,,2008.0,9953.28,0.99,482.0,3.0
7673-1,Magna Guard Starfighter,44.99,76.0,36.0,4.4,23.0,Licensed,Star Wars,The Clone Wars,,2008.0,8957.952000000001,0.77,431.0,2.0
7674-1,V-19 Torrent,54.99,111.0,53.0,4.4,29.0,Licensed,Star Wars,The Clone Wars,,2008.0,9953.28,0.99,471.0,1.0
7675-1,AT-TE Walker,89.99,233.0,121.0,4.6,45.0,Licensed,Star Wars,The Clone Wars,,2008.0,17694.719999999998,1.53,798.0,6.0
7676-1,Republic Attack Gunship,119.99,342.0,159.0,4.8,72.0,Licensed,Star Wars,The Clone Wars,,2008.0,24035.328,2.04,1034.0,7.0
7678-1,Droid Gunship,29.99,55.0,28.0,4.4,14.0,Licensed,Star Wars,The Clone Wars,,2008.0,,,329.0,3.0
7679-1,Republic Fighter Tank,49.99,147.0,67.0,4.9,28.0,Licensed,Star Wars,The Clone Wars,,2008.0,,,592.0,2.0
7680-1,The Twilight,99.99,140.0,96.0,4.3,9.0,Licensed,Star Wars,The Clone Wars,,2008.0,,,882.0,4.0
7681-1,Separatist Spider Droid,29.99,73.0,36.0,3.9,48.0,Licensed,Star Wars,The Clone Wars,,2008.0,,,206.0,5.0
7723-1,Police Pontoon Plane,39.99,61.0,15.0,3.8,4.0,Modern day,City,Police,,2008.0,13271.04,0.84,215.0,1.0
7724-1,City Advent Calendar,29.99,34.0,24.0,4.6,5.0,Modern day,City,Seasonal,,2008.0,7962.624000000002,0.41,196.0,10.0
7726-1,Coast Guard Truck with Speed Boat,39.99,55.0,17.0,3.5,6.0,Modern day,City,Coast Guard,,2008.0,8294.400000000001,0.74,361.0,2.0
7728-1,Jet Pack,,,,,,Action/Adventure,Space,Mars Mission,,2008.0,,,,0.0
7729-1,Alien Flyer,,,,,,Action/Adventure,Space,Mars Mission,,2008.0,,,,0.0
7731-1,Mail Van,7.99,37.0,13.0,4.5,15.0,Modern day,City,Cargo,,2008.0,830.3,,66.0,1.0
7732-1,Air Mail,14.99,33.0,10.0,4.6,12.0,Modern day,City,Cargo,,2008.0,,,88.0,1.0
7733-1,Truck & Forklift,24.99,75.0,31.0,4.8,18.0,Modern day,City,Cargo,,2008.0,,,343.0,2.0
7734-1,Cargo Plane,49.99,162.0,63.0,4.7,12.0,Modern day,City,Cargo,,2008.0,,,463.0,3.0
7736-1,Coast Guard Quad Bike,4.99,9.0,3.0,4.5,13.0,Modern day,City,Coast Guard,,2008.0,663.552,0.07,33.0,1.0
7737-1,Coast Guard 4WD & Jet Scooter,9.99,22.0,7.0,4.4,14.0,Modern day,City,Coast Guard,,2008.0,1658.88,0.19,130.0,1.0
7738-1,Coast Guard Helicopter & Life Raft,39.99,62.0,23.0,4.4,18.0,Modern day,City,Coast Guard,,2008.0,13271.04,0.91,445.0,4.0
7739-1,Coast Guard Patrol Boat & Tower,59.99,116.0,42.0,4.5,12.0,Modern day,City,Coast Guard,,2008.0,17694.719999999998,1.42,444.0,4.0
7741-1,Police Helicopter,9.99,15.0,4.0,4.6,31.0,Modern day,City,Police,,2008.0,1658.88,0.17,94.0,1.0
