set_no,name,price_store,price_new,price_used,rating_value,rating_votes,theme_group,theme,subtheme,year,volume,weight,piece_cnt,minifig_cnt,number_parts,total_parts,number_spare_parts,total_spare_parts,number_colors,1st_color,2nd_color,bars_ladders_and_fences_cnt_prts,baseplates_cnt_prts,belville_scala_and_fabuland_cnt_prts,bionicle_hero_factory_and_constraction_cnt_prts,bricks_cnt_prts,bricks_curved_cnt_prts,bricks_printed_cnt_prts,bricks_round_and_cones_cnt_prts,bricks_sloped_cnt_prts,bricks_special_cnt_prts,bricks_wedged_cnt_prts,clikits_cnt_prts,containers_cnt_prts,duplo_quatro_and_primo_cnt_prts,flags_signs_plastics_and_cloth_cnt_prts,ho_scale_cnt_prts,hinges_arms_and_turntables_cnt_prts,magnets_and_holders_cnt_prts,mechanical_cnt_prts,minifig_accessories_cnt_prts,minifigs_cnt_prts,non-buildable_figures_cnt_prts,non-lego_cnt_prts,other_cnt_prts,panels_cnt_prts,plants_and_animals_cnt_prts,plates_cnt_prts,plates_angled_cnt_prts,plates_round_and_dishes_cnt_prts,plates_special_cnt_prts,pneumatics_cnt_prts,power_functions_mindstorms_and_electric_cnt_prts,rock_cnt_prts,string_bands_and_reels_cnt_prts,supports_girders_and_cranes_cnt_prts,technic_axles_cnt_prts,technic_beams_cnt_prts,technic_beams_special_cnt_prts,technic_bricks_cnt_prts,technic_bushes_cnt_prts,technic_connectors_cnt_prts,technic_gears_cnt_prts,technic_panels_cnt_prts,technic_pins_cnt_prts,technic_special_cnt_prts,technic_steering_suspension_and_engine_cnt_prts,tiles_cnt_prts,tiles_printed_cnt_prts,tiles_special_cnt_prts,tools_cnt_prts,transportation_-_land_cnt_prts,transportation_-_sea_and_air_cnt_prts,tubes_and_hoses_cnt_prts,wheels_and_tyres_cnt_prts,windows_and_doors_cnt_prts,windscreens_and_fuselage_cnt_prts,znap_cnt_prts,bars_ladders_and_fences_tot_prts,baseplates_tot_prts,belville_scala_and_fabuland_tot_prts,bionicle_hero_factory_and_constraction_tot_prts,bricks_tot_prts,bricks_curved_tot_prts,bricks_printed_tot_prts,bricks_round_and_cones_tot_prts,bricks_sloped_tot_prts,bricks_special_tot_prts,bricks_wedged_tot_prts,clikits_tot_prts,containers_tot_prts,duplo_quatro_and_primo_tot_prts,flags_signs_plastics_and_cloth_tot_prts,ho_scale_tot_prts,hinges_arms_and_turntables_tot_prts,magnets_and_holders_tot_prts,mechanical_tot_prts,minifig_accessories_tot_prts,minifigs_tot_prts,non-buildable_figures_tot_prts,non-lego_tot_prts,other_tot_prts,panels_tot_prts,plants_and_animals_tot_prts,plates_tot_prts,plates_angled_tot_prts,plates_round_and_dishes_tot_prts,plates_special_tot_prts,pneumatics_tot_prts,power_functions_mindstorms_and_electric_tot_prts,rock_tot_prts,string_bands_and_reels_tot_prts,supports_girders_and_cranes_tot_prts,technic_axles_tot_prts,technic_beams_tot_prts,technic_beams_special_tot_prts,technic_bricks_tot_prts,technic_bushes_tot_prts,technic_connectors_tot_prts,technic_gears_tot_prts,technic_panels_tot_prts,technic_pins_tot_prts,technic_special_tot_prts,technic_steering_suspension_and_engine_tot_prts,tiles_tot_prts,tiles_printed_tot_prts,tiles_special_tot_prts,tools_tot_prts,transportation_-_land_tot_prts,transportation_-_sea_and_air_tot_prts,tubes_and_hoses_tot_prts,wheels_and_tyres_tot_prts,windows_and_doors_tot_prts,windscreens_and_fuselage_tot_prts,znap_tot_prts
7884-1,Batman's Buggy: The Escape of Mr. Freeze,9.99,193.0,44.0,2.8,16.0,Licensed,Batman,,2008,1658.88,0.13,76.0,2,57,76,0,0,14,Black,White,0,0,0,1,1,2,0,3,1,2,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,8,2,1,7,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,1,5,0,0,0,0,0,0,1,1,3,0,4,1,2,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,8,2,2,10,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,3,0,1,16,0,0,0
7885-1,Robin's Scuba Jet: Attack of The Penguin,19.99,95.0,51.0,4.1,13.0,Licensed,Batman,,2008,4976.64,0.46,207.0,2,109,215,8,8,17,Black,Light Bluish Gray,3,0,0,0,3,1,0,5,12,2,9,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,9,6,5,6,0,0,1,0,0,1,0,0,3,0,2,0,0,5,2,0,9,0,4,0,0,6,0,0,0,2,0,4,0,0,0,5,2,0,10,45,3,12,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,21,8,13,14,0,0,1,0,0,1,0,0,6,0,3,0,0,9,2,0,21,0,10,0,0,10,0,0,0,2,0
7886-1,The Batcycle: Harley Quinn's Hammer Truck,29.99,190.0,95.0,4.6,8.0,Licensed,Batman,,2008,7962.6240000000025,0.64,267.0,2,131,284,10,11,17,Black,Light Bluish Gray,2,0,0,0,3,6,0,8,10,3,1,0,1,0,0,0,2,0,0,9,7,0,0,0,0,1,14,2,6,7,0,0,4,0,0,3,4,0,4,2,3,0,0,8,0,0,8,0,3,0,5,0,0,4,0,1,0,5,0,0,0,10,16,0,20,16,7,1,0,1,0,0,0,2,0,0,12,7,0,0,0,0,2,36,6,13,13,0,0,4,0,0,6,8,0,14,6,9,0,0,29,0,0,12,0,8,0,6,0,0,14,0,1,0
7888-1,The Tumbler: Joker's Ice Cream Surprise,49.99,418.0,214.0,4.7,12.0,Licensed,Batman,,2008,13271.04,0.91,449.0,3,189,472,11,16,18,Black,Dark Bluish Gray,2,0,0,0,17,3,0,8,20,5,6,0,0,0,1,0,0,0,0,9,10,0,0,0,3,0,29,8,8,8,0,0,0,0,0,4,1,0,9,2,3,1,0,6,3,0,6,0,4,0,3,0,0,5,2,3,0,4,0,0,0,40,6,0,19,86,11,8,0,0,0,1,0,0,0,0,15,11,0,0,0,5,0,53,11,19,25,0,0,0,0,0,6,2,0,17,6,4,2,0,31,4,0,21,0,29,0,7,0,0,20,2,7,0
8028-1,TIE Fighter,4.99,4.0,2.0,4.6,7.0,Licensed,Star Wars,Mini Building Set,2008,,,44.0,0,18,46,2,2,5,Black,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,3,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,6,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
8029-1,Mini Snowspeeder,,,,,,Licensed,Star Wars,Episode V,2008,,,66.0,0,35,71,5,5,5,White,Black,1,0,0,0,1,1,0,1,6,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,8,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,4,15,2,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,17,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0
8031-1,V-19 Torrent,3.99,6.0,4.0,4.8,8.0,Licensed,Star Wars,The Clone Wars,2008,,,66.0,0,37,70,4,4,8,White,Light Bluish Gray,1,0,0,0,1,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,7,15,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,4,1,0,0,0,0,0,0,0,0,0
8111-1,River Dragon,7.99,26.0,13.0,4.3,8.0,Action/Adventure,Exo-Force,Deep Jungle,2008,1327.104,0.17,112.0,1,68,115,4,4,12,Red,Black,2,0,0,0,1,0,0,3,9,3,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,4,3,3,8,2,0,0,0,0,3,0,0,2,0,3,1,0,4,3,0,2,0,1,0,0,2,0,0,0,1,0,2,0,0,0,1,0,0,5,15,4,0,0,0,0,0,0,0,0,0,3,10,0,1,0,0,0,5,4,4,16,3,0,0,0,0,7,0,0,5,0,6,1,0,6,8,0,2,0,2,0,0,4,0,0,0,1,0
8112-1,Arachnoid Stalker,7.99,25.0,10.0,4.6,7.0,Action/Adventure,Exo-Force,Deep Jungle,2008,1327.104,0.15,131.0,1,61,137,7,7,12,Black,Orange,3,0,0,0,0,1,0,4,5,1,0,0,0,0,1,0,3,0,0,4,5,0,0,0,0,4,6,0,3,6,0,0,0,0,0,1,0,0,1,0,2,0,0,5,0,0,3,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,2,0,7,7,2,0,0,0,0,2,0,18,0,0,7,12,0,0,0,0,12,13,0,6,10,0,0,0,0,0,3,0,0,2,0,4,0,0,6,0,0,8,0,9,0,0,0,0,0,0,1,0
8113-1,Assault Tiger,14.99,28.0,14.0,4.5,13.0,Action/Adventure,Exo-Force,Deep Jungle,2008,2654.208,0.39,163.0,1,87,168,5,6,13,Black,Yellow,5,0,0,0,1,4,0,3,8,4,2,0,0,0,0,0,2,0,0,2,6,0,2,0,0,0,5,3,4,7,0,0,0,0,0,4,0,0,1,0,6,1,0,4,6,0,1,0,3,0,1,0,0,0,0,2,0,9,0,0,0,2,11,0,4,28,8,4,0,0,0,0,0,2,0,0,4,9,0,2,0,0,0,8,3,6,17,0,0,0,0,0,6,0,0,2,0,7,1,0,10,14,0,3,0,4,0,1,0,0,0,0,3,0
8114-1,Chameleon Hunter,14.99,35.0,25.0,4.4,5.0,Action/Adventure,Exo-Force,Deep Jungle,2008,2654.208,0.36,188.0,1,87,191,4,4,17,Black,Dark Bluish Gray,4,0,0,2,2,2,0,4,13,3,1,0,0,0,0,0,4,0,0,4,5,0,1,0,0,0,3,0,3,9,0,0,0,0,0,3,0,0,1,2,5,2,0,3,6,0,1,0,2,0,1,0,0,0,0,1,0,8,0,0,4,4,4,0,12,41,9,2,0,0,0,0,0,8,0,0,7,6,0,1,0,0,0,11,0,3,20,0,0,0,0,0,6,0,0,2,2,6,3,0,9,15,0,4,0,2,0,1,0,0,0,0,1,0
8115-1,Dark Panther,14.99,33.0,18.0,4.2,5.0,Action/Adventure,Exo-Force,Deep Jungle,2008,2654.208,0.36,244.0,3,76,248,5,5,11,Black,Dark Bluish Gray,1,0,0,0,1,1,0,4,6,2,2,0,0,0,0,0,3,0,0,2,7,0,0,0,0,2,6,2,6,9,0,0,0,0,1,3,0,0,1,4,4,0,0,1,4,0,1,0,2,0,0,0,0,0,0,1,0,6,0,0,0,1,2,0,6,17,6,2,0,0,0,0,0,6,0,0,6,21,0,0,0,0,15,25,2,14,28,0,0,0,0,1,15,0,0,14,6,11,0,0,4,14,0,5,0,20,0,0,0,0,0,0,1,0
8117-1,Storm Lasher,19.99,34.0,25.0,5.0,5.0,Action/Adventure,Exo-Force,Deep Jungle,2008,3981.312,0.43,283.0,1,73,287,4,5,14,Black,Dark Bluish Gray,1,0,0,1,1,1,0,3,2,1,1,0,0,0,0,0,8,0,0,2,4,0,1,0,1,4,2,1,4,10,0,0,0,0,0,4,1,1,4,0,3,0,0,5,4,0,2,0,1,0,0,0,0,0,0,0,0,6,0,0,2,1,2,0,10,4,1,2,0,0,0,0,0,52,0,0,14,11,0,1,0,1,9,7,1,16,31,0,0,0,0,0,17,4,2,7,0,11,0,0,23,9,0,31,0,12,0,0,0,0,0,0,0,0
8118-1,Hybrid Rescue Tank,29.99,55.0,38.0,4.8,6.0,Action/Adventure,Exo-Force,Deep Jungle,2008,6635.52,0.78,347.0,2,138,355,9,9,16,Blue,White,3,0,0,1,4,3,0,5,8,3,5,0,0,0,0,0,4,0,0,1,11,0,1,0,2,0,12,0,13,10,2,0,0,0,0,7,5,1,5,2,2,4,0,5,2,0,6,0,2,0,1,1,0,5,0,2,0,17,0,0,2,7,5,0,20,20,6,13,0,0,0,0,0,9,0,0,1,12,0,1,0,3,0,27,0,26,18,3,0,0,0,0,18,22,4,8,14,4,6,0,40,6,0,11,0,15,0,1,2,0,12,0,2,0
8148-1,EZ-Roadster,4.99,9.0,2.0,4.7,3.0,Racing,Racers,Tiny Turbos,2008,719.7119999999999,0.1,45.0,0,23,45,1,1,5,Black,Yellow,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,8,0,0,0
8149-1,Midnight Streak,4.99,15.0,5.0,4.2,5.0,Racing,Racers,Tiny Turbos,2008,719.7119999999999,0.09,43.0,0,19,42,0,0,6,Black,White,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,0,0,8,0,0,0
8150-1,ZX Turbo,4.99,10.0,4.0,4.6,9.0,Racing,Racers,Tiny Turbos,2008,719.7119999999999,0.1,55.0,0,28,55,1,1,5,Black,Red,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,2,0,0,0,2,0,0,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,0,8,0,0,0
8151-1,Adrift Sport,4.99,9.0,5.0,4.3,4.0,Racing,Racers,Tiny Turbos,2008,,,52.0,0,25,51,0,0,5,Black,Blue,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,8,0,0,0
8152-1,Speed Chasing,12.99,11.0,7.0,3.8,4.0,Racing,Racers,Tiny Turbos,2008,2654.208,0.23,142.0,0,86,158,15,17,13,Black,Yellow,1,0,0,0,3,3,0,0,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,6,7,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,0,11,0,6,0,3,3,0,2,0,1,0,2,0,0,0,4,4,0,0,23,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,31,0,7,17,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,0,16,0,7,0,4,4,0,16,0,1,0
8153-1,Ferrari F1 Truck,19.99,46.0,10.0,4.3,4.0,Racing,Racers,Tiny Turbos,2008,4976.64,0.45,270.0,0,79,272,3,3,7,Red,Black,1,0,0,0,13,3,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,21,0,2,10,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,11,0,0,0,1,0,0,5,2,0,0,2,0,0,0,30,12,0,0,8,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,90,0,2,40,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,32,0,0,0,1,0,0,33,4,0,0
8154-1,Brick Street Customs,69.99,79.0,50.0,4.0,1.0,Racing,Racers,Tiny Turbos,2008,15925.248,1.61,1021.0,0,288,1053,26,34,17,White,Black,5,1,0,0,23,8,0,3,29,5,0,0,0,0,4,0,10,0,0,3,0,0,0,0,2,0,68,0,14,30,0,0,0,1,0,4,5,0,3,4,1,0,0,3,0,0,25,0,11,0,15,0,0,9,2,0,0,7,2,0,0,104,33,0,7,82,20,0,0,0,0,6,0,16,0,0,12,0,0,0,0,14,0,319,0,36,120,0,0,0,3,0,4,10,0,9,7,1,0,0,8,0,0,71,0,33,0,25,0,0,102,2,0,0
8155-1,Ferrari F1 Pit,39.99,90.0,58.0,,,Racing,Racers,Tiny Turbos,2008,8294.400000000001,0.8,482.0,0,149,489,8,9,11,Red,Black,3,0,0,0,23,4,0,2,5,5,0,0,2,0,2,0,2,0,0,4,0,0,1,0,2,0,34,0,7,14,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,19,2,2,0,4,0,0,5,2,0,0,5,0,0,0,66,17,0,2,20,17,0,0,2,0,2,0,2,0,0,6,0,0,1,0,7,0,142,0,11,67,0,0,0,4,0,2,0,0,2,0,1,0,0,0,0,0,43,2,3,0,4,0,0,57,4,0,0
8156-1,Ferrari FXX 1:17,49.99,120.0,80.0,4.2,6.0,Racing,Racers,Ferrari,2008,10616.832,1.04,626.0,0,137,635,10,10,10,Red,Black,1,0,0,0,8,9,0,1,13,2,6,0,0,0,0,0,9,0,0,0,2,0,1,0,1,0,27,3,6,6,0,0,0,0,0,3,4,0,5,4,2,0,0,4,0,0,14,0,2,0,0,0,0,3,0,1,0,1,0,0,0,47,29,0,2,51,21,10,0,0,0,0,0,29,0,0,0,4,0,1,0,2,0,188,10,16,21,0,0,0,0,0,9,11,0,31,12,5,0,0,30,0,0,83,0,9,0,0,0,0,12,0,1,0
8157-1,Ferrari F1 1:9,89.99,316.0,151.0,4.6,7.0,Racing,Racers,Ferrari,2008,24035.327999999998,2.05,997.0,0,190,1008,8,12,9,Red,Black,2,0,0,0,20,9,0,4,9,3,16,0,0,0,0,0,10,0,0,0,0,0,1,0,3,0,35,11,6,8,0,0,0,0,0,5,7,0,5,2,3,2,0,7,0,5,10,0,5,0,0,0,0,2,0,0,0,2,0,0,0,125,34,0,20,39,22,60,0,0,0,0,0,28,0,0,0,0,0,1,0,10,0,305,24,19,72,0,0,0,0,0,18,21,0,22,5,4,2,0,37,0,10,99,0,21,0,0,0,0,8,0,0,0
8158-1,Speed Racer & Snake Oiler,19.99,69.0,33.0,4.0,7.0,Racing,Racers,Speed Racer,2008,4976.64,0.46,242.0,2,96,247,5,6,13,Black,White,0,0,0,0,9,5,0,0,11,0,2,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,26,6,2,4,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,7,0,0,0,6,0,0,3,0,1,0,0,0,0,0,17,29,0,0,22,0,2,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,75,8,5,8,0,0,0,0,0,4,0,0,8,10,0,0,0,0,0,0,13,0,0,0,16,0,0,20,0,2,0
8159-1,Racer X & Taejo Togokhan,19.99,54.0,26.0,4.8,6.0,Racing,Racers,Speed Racer,2008,4976.64,0.45,237.0,2,88,242,5,6,9,Red,Black,0,0,0,0,9,5,0,1,6,2,2,0,0,0,0,0,2,0,0,4,6,0,0,0,1,0,22,0,3,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,7,0,3,0,5,0,0,3,0,1,0,0,0,0,0,20,22,0,2,12,4,2,0,0,0,0,0,4,0,0,4,6,0,0,0,2,0,72,0,7,7,0,0,0,0,0,4,0,0,9,10,0,0,0,0,0,0,17,0,4,0,12,0,0,20,0,2,0
8160-1,Cruncher Block & Racer X,39.99,44.0,19.0,3.0,1.0,Racing,Racers,Speed Racer,2008,9953.28,0.85,367.0,4,141,378,10,12,14,Black,Red,3,0,0,0,12,5,0,1,5,6,0,0,0,0,0,0,2,0,0,3,11,0,1,0,4,0,24,2,8,9,0,0,0,0,0,5,3,0,4,2,4,0,0,6,2,0,5,0,3,0,5,0,0,5,0,1,0,4,0,0,0,33,18,0,8,8,16,0,0,0,0,0,0,2,0,0,3,12,0,1,0,9,0,84,4,18,22,0,0,0,0,0,13,6,0,13,8,5,0,0,20,2,0,21,0,9,0,9,0,0,28,0,2,0
8161-1,Grand Prix Race,59.99,105.0,60.0,5.0,5.0,Racing,Racers,Speed Racer,2008,13271.04,1.22,595.0,7,207,607,8,9,13,Black,White,3,0,0,0,15,8,0,3,16,5,9,0,2,0,1,0,7,0,0,14,22,0,0,0,5,1,36,12,7,7,0,0,0,0,2,1,0,0,3,2,0,0,1,3,0,0,13,0,3,0,4,0,0,2,0,0,0,7,0,0,0,46,41,0,8,44,17,11,0,2,0,4,0,24,0,0,19,23,0,0,0,13,1,112,34,20,31,0,0,0,0,9,2,0,0,8,5,0,0,2,14,0,0,63,0,10,0,10,0,0,27,0,0,0
8290-1,Mini Forklift,7.99,16.0,8.0,4.6,7.0,Technical,Technic,,2008,1244.16,0.15,89.0,0,44,96,8,8,9,Light Bluish Gray,Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,3,0,5,8,0,1,2,7,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,3,0,14,15,0,2,5,17,0,0,25,0,0,0,0,0,0,0,0,0,8,0,0,0
8291-1,Dirt Bike,24.99,123.0,32.0,4.3,6.0,Technical,Technic,,2008,4976.64,0.45,248.0,0,71,254,7,7,11,Black,Light Bluish Gray,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8,11,1,0,4,10,4,4,9,2,6,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,33,25,2,0,28,36,6,4,49,40,11,0,0,1,0,0,0,1,6,0,2,0
8292-1,Cherry Picker,59.99,175.0,54.0,4.3,6.0,Technical,Technic,,2008,11943.936000000005,1.34,726.0,0,121,740,12,16,12,Black,Light Bluish Gray,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,4,2,0,2,0,0,1,10,28,1,2,4,12,14,2,16,2,1,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,14,7,0,2,0,0,1,95,154,4,5,27,100,23,2,256,2,1,7,0,1,0,0,0,0,14,0,0,0
8293-1,LEGO® Power Functions Motor Set,29.99,28.0,22.0,4.0,4.0,Technical,Power Functions,Technic,2008,1773.2159999999994,0.19,10.0,0,12,14,3,4,4,Light Bluish Gray,Dark Bluish Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
8294-1,Excavator,59.99,44.0,53.0,4.4,9.0,Technical,Technic,,2008,10616.832,0.99,720.0,0,105,737,10,18,12,Black,Light Bluish Gray,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,8,1,0,0,0,0,0,8,31,0,0,4,15,9,0,13,5,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,16,4,0,0,0,0,0,98,146,0,0,30,113,15,0,216,65,2,1,0,2,0,0,0,2,20,0,0,0
8295-1,Telescopic Handler,89.99,122.0,85.0,3.4,12.0,Technical,Technic,,2008,15925.248,1.91,1182.0,0,133,1191,10,11,11,Black,Light Bluish Gray,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,1,0,0,0,0,0,12,40,1,4,4,18,12,2,13,2,2,2,0,2,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,11,1,0,0,0,0,0,191,259,11,11,80,205,47,2,326,2,3,5,0,7,0,0,0,7,8,0,0,0
8296-1,Dune Buggy,19.99,44.0,16.0,4.6,10.0,Technical,Technic,,2008,3981.312,0.37,199.0,0,69,206,7,7,7,Black,Light Bluish Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8,14,0,1,4,8,6,2,11,0,8,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,29,31,0,2,25,24,13,2,50,0,15,0,0,0,0,0,0,2,8,0,0,0
8297-1,Off-Roader,119.99,183.0,94.0,3.5,10.0,Technical,Technic,,2008,24035.327999999998,2.3,1097.0,0,142,1106,9,10,13,Black,Light Bluish Gray,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2,0,4,0,2,1,11,37,1,1,4,20,14,4,14,1,13,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,5,0,4,0,2,1,183,213,2,2,49,172,44,10,330,1,60,1,0,0,0,0,0,0,8,0,0,0
8490-1,Desert Hopper,9.99,17.0,4.0,5.0,1.0,Racing,Racers,Power Racers,2008,2073.600000000001,0.22,92.0,0,43,94,3,3,9,Black,Yellow,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,3,4,0,2,2,2,0,2,5,0,0,1,0,3,0,1,0,0,4,0,0,0,0,0,0,0,1,3,0,2,2,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,8,0,4,13,3,0,3,23,0,0,1,0,5,0,1,0,0,8,0,0,0
8491-1,Ram Rod,9.99,8.0,4.0,5.0,2.0,Racing,Racers,Power Racers,2008,2073.600000000001,0.22,72.0,0,34,75,4,4,8,Black,Yellow,1,0,0,0,2,3,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,2,4,0,0,1,4,0,0,1,0,2,0,1,0,0,2,0,0,0,2,0,0,0,2,6,0,2,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,2,0,4,12,0,0,2,16,0,0,2,0,2,0,1,0,0,8,0,0,0
