set_no,name,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,price_store,price_new,price_used,rating_value,rating_votes,main_tag,set_type,packaging
KP3101-1,Limited Edition Pen Set,Miscellaneous,Gear,Pens,2005.0,,0.0,,,,,,,,,Gear,
LIT2005-1,LECA Automobile,Miscellaneous,Miscellaneous,LEGO Inside Tour Exclusive,2005.0,,0.0,,,,,,,,,Other,
LLCA24-1,Las Vegas Skyline Pyramid ,Miscellaneous,Promotional,LEGOLAND,2005.0,,0.0,,,,,,,,,Other,None (loose parts)
LLCA25-1,Las Vegas Skyline Eiffel Tower ,Miscellaneous,Promotional,LEGOLAND,2005.0,,0.0,,,,,,,,,Other,None (loose parts)
LMG006-1,Dog,Miscellaneous,Promotional,Miscellaneous,2005.0,13.0,0.0,,,,4.0,,,,,Other,None (loose parts)
LMG007-1,Snake,Miscellaneous,Promotional,Miscellaneous,2005.0,9.0,0.0,,,,17.0,,,,,Other,None (loose parts)
LMG008-1,Whale,Miscellaneous,Promotional,Miscellaneous,2005.0,10.0,0.0,,,,,,,,,Other,None (loose parts)
LMG010-1,Santa,Miscellaneous,Promotional,Miscellaneous,2005.0,13.0,0.0,,,,17.0,,,,,Other,None (loose parts)
P1735-1,Rascus & Jayko Pen,Miscellaneous,Gear,Pens,2005.0,,0.0,,,,,,,,,Gear,
P3110-1,Harry Potter Pen,Miscellaneous,Gear,Pens,2005.0,,0.0,,,,,,,,,Gear,
P3503-1,Bionicle Carabiner Pen,Miscellaneous,Gear,Pens,2005.0,,0.0,,,,,,,,,Gear,
P3509-1,Santa Carabiner Pen,Miscellaneous,Gear,Pens,2005.0,,0.0,,,,,,,,,Gear,
P3702-1,Darth Vader Carabiner Pen,Miscellaneous,Gear,Pens,2005.0,,0.0,,,,,,,,,Gear,
PC384-1,LEGO Star Wars: The Video Game,Miscellaneous,Gear,Video Games/PC,2005.0,,0.0,,,,,,3.8,5.0,,Gear,Box
PROMOSW002-1,Anakin Skywalker (International Toy Fair 2005 Exclusive Figure),Licensed,Star Wars,Promotional,2005.0,,0.0,,,,,,,,,Other,None (loose parts)
PROMOSW003-1,Luminara Unduli (International Toy Fair 2005 Exclusive Figure),Licensed,Star Wars,Promotional,2005.0,,0.0,,,,,,,,,Other,None (loose parts)
PS2380-1,LEGO Star Wars: The Video Game,Miscellaneous,Gear,Video Games/PS2,2005.0,,0.0,,,,,,4.6,16.0,,Gear,
SW117PROMO-1,Darth Vader (Nürnberg Toy Fair 2005 Exclusive Figure),Licensed,Star Wars,Promotional,2005.0,2.0,1.0,,/minifigs/inset-SW117PROMO-1,,237.0,,,,,Other,Polybag
TF05-1,Toy Fair 2005 Star Wars V.I.P. Gala Set,Licensed,Star Wars,Promotional,2005.0,53.0,3.0,,/minifigs/inset-TF05-1,,,,,,,Other,Box
XB382-1,LEGO Star Wars: The Video Game,Miscellaneous,Gear,Video Games/Xbox,2005.0,,0.0,,,,,,4.8,8.0,,Gear,
2159-1,9V Train Track Starter Collection,Modern day,Trains,9V,2006.0,24.0,0.0,,,29.99,43.0,,5.0,2.0,,Normal,Box
2598-1,Large Red Building Plate,Pre-school,Duplo,,2006.0,1.0,0.0,,,14.99,,,,,,Normal,
2928-1,City In-Flight 2006,Modern day,City,Airport,2006.0,141.0,2.0,/inventories/2928-1,/minifigs/inset-2928-1,,82.0,15.0,5.0,1.0,,Normal,Box
3191-1,Anniversary Bucket,Pre-school,Duplo,,2006.0,103.0,0.0,,,,,,,,,Normal,Bucket
3191-2,"Yellow Half-Tub, Special Edition",Pre-school,Duplo,,2006.0,103.0,0.0,,,15.0,,,,,,Normal,
3192-1,Cool Friends Clips & Pad,Girls,Clikits,,2006.0,,0.0,,,,,,,,,Normal,
3298-1,Lift and Load Sumsy,Pre-school,Duplo,Bob the Builder,2006.0,12.0,0.0,/inventories/3298-1,,10.0,41.0,27.0,,,,Normal,
3299-1,Scrambler and Dizzy at Bob's Workshop,Pre-school,Duplo,Bob the Builder,2006.0,50.0,1.0,/inventories/3299-1,/minifigs/inset-3299-1,19.99,,28.0,,,,Normal,
3300-1,Harold the Helicopter,Pre-school,Duplo,Thomas the Tank Engine,2006.0,7.0,0.0,/inventories/3300-1,,10.0,,39.0,,,,Normal,Box
3301-1,Cranky-Loading Crane,Pre-school,Duplo,Thomas the Tank Engine,2006.0,34.0,0.0,/inventories/3301-1,,20.0,120.0,34.0,,,,Normal,Box
3568-1,Soccer Target Practice,Modern day,Sports,Football,2006.0,26.0,2.0,/inventories/3568-1,/minifigs/inset-3568-1,,,19.0,3.0,2.0,,Normal,Box
3569-1,Grand Soccer Stadium,Modern day,Sports,Football,2006.0,386.0,14.0,/inventories/3569-1,/minifigs/inset-3569-1,49.99,250.0,55.0,4.3,4.0,,Normal,Box
3570-1,Street Soccer,Modern day,Sports,Football,2006.0,199.0,4.0,/inventories/3570-1,/minifigs/inset-3570-1,20.0,79.0,26.0,4.0,5.0,,Normal,Box
3825-1,Krusty Krab,Licensed,SpongeBob SquarePants,,2006.0,295.0,3.0,/inventories/3825-1,/minifigs/inset-3825-1,19.99,162.0,44.0,3.9,13.0,,Normal,Box
3826-1,Build-A-Bob,Licensed,SpongeBob SquarePants,,2006.0,445.0,1.0,/inventories/3826-1,/minifigs/inset-3826-1,29.99,232.0,61.0,3.7,3.0,,Normal,Box
3827-1,Adventures in Bikini Bottom,Licensed,SpongeBob SquarePants,,2006.0,579.0,3.0,/inventories/3827-1,/minifigs/inset-3827-1,39.99,168.0,44.0,4.4,13.0,,Normal,Box
3828-1,Air Temple,Licensed,Avatar The Last Airbender,,2006.0,400.0,4.0,/inventories/3828-1,/minifigs/inset-3828-1,30.0,231.0,145.0,4.7,3.0,,Normal,Box
3829-1,Fire Nation Ship,Licensed,Avatar The Last Airbender,,2006.0,722.0,5.0,/inventories/3829-1,/minifigs/inset-3829-1,50.0,281.0,179.0,4.5,6.0,,Normal,Box
4085-3,Duplo Bucket,Pre-school,Duplo,,2006.0,75.0,1.0,,/minifigs/inset-4085-3,10.0,,22.0,,,,Normal,
4105-3,Imagine and Build,Basic,Make and Create,,2006.0,487.0,1.0,,/minifigs/inset-4105-3,10.0,40.0,,3.0,1.0,,Normal,
4206-1,9V Train Switching Track Collection,Modern day,Trains,9V,2006.0,27.0,0.0,,,44.99,115.0,,,,,Normal,Box
4415-1,Auto Pod,Model making,Creator,X-Pod,2006.0,56.0,0.0,/inventories/4415-1,,3.49,11.0,5.0,4.8,4.0,,Normal,Canister
4416-1,Robo Pod,Model making,Creator,X-Pod,2006.0,65.0,0.0,/inventories/4416-1,,3.49,12.0,8.0,4.5,8.0,,Normal,Canister
4417-1,Aero Pod,Model making,Creator,X-Pod,2006.0,60.0,0.0,/inventories/4417-1,,3.5,16.0,5.0,4.0,2.0,,Normal,Canister
4418-1,Dino Pod,Model making,Creator,X-Pod,2006.0,55.0,0.0,/inventories/4418-1,,3.5,11.0,5.0,4.2,6.0,,Normal,Canister
4496-3,Fun With Building Tub,Basic,Make and Create,,2006.0,805.0,2.0,,/minifigs/inset-4496-3,,88.0,,,,,Normal,
4891-1,Highway Haulers,Model making,Creator,,2006.0,209.0,0.0,/inventories/4891-1,,9.99,28.0,11.0,4.2,5.0,,Normal,Box
4892-1,Prehistoric Power,Model making,Creator,,2006.0,380.0,0.0,/inventories/4892-1,,19.99,57.0,52.0,5.0,3.0,,Normal,Box
4893-1,Revvin' Riders,Model making,Creator,,2006.0,360.0,0.0,/inventories/4893-1,,20.0,60.0,13.0,4.5,2.0,,Normal,Box
4894-1,Mythical Creatures,Model making,Creator,,2006.0,588.0,0.0,/inventories/4894-1,,29.99,84.0,44.0,4.6,9.0,,Normal,Box
4895-1,Motion Power,Model making,Creator,,2006.0,611.0,0.0,/inventories/4895-1,,49.99,65.0,51.0,4.0,3.0,,Normal,Box
4896-1,Roaring Roadsters,Model making,Creator,,2006.0,931.0,0.0,/inventories/4896-1,,60.0,90.0,57.0,4.0,5.0,,Normal,Box
4947-1,Yellow Sports Car,Racing,Racers,Tiny Turbos,2006.0,28.0,0.0,/inventories/4947-1,,,,,,,,Normal,Polybag
4948-1,Red Racer,Racing,Racers,Tiny Turbos,2006.0,22.0,0.0,/inventories/4948-1,,,5.0,,3.3,4.0,,Normal,Polybag
4949-1,Blue Buggy,Racing,Racers,Tiny Turbos,2006.0,24.0,0.0,/inventories/4949-1,,,,5.0,5.0,1.0,,Normal,Polybag
4960-1,Giant Zoo,Pre-school,Duplo,LEGO Ville,2006.0,126.0,5.0,/inventories/4960-1,/minifigs/inset-4960-1,69.99,186.0,,4.5,2.0,,Normal,
4961-1,Fun Zoo,Pre-school,Duplo,LEGO Ville,2006.0,30.0,0.0,/inventories/4961-1,,15.99,,23.0,,,,Normal,
4962-1,Baby Zoo,Pre-school,Duplo,LEGO Ville,2006.0,18.0,1.0,/inventories/4962-1,/minifigs/inset-4962-1,9.99,13.0,13.0,4.5,2.0,,Normal,
4963-1,Police Patrol,Pre-school,Duplo,LEGO Ville,2006.0,8.0,1.0,/inventories/4963-1,/minifigs/inset-4963-1,7.5,31.0,11.0,,,,Normal,
4964-1,Highway Help,Pre-school,Duplo,LEGO Ville,2006.0,26.0,2.0,/inventories/4964-1,/minifigs/inset-4964-1,19.99,40.0,,,,,Normal,
4965-1,Police Action,Pre-school,Duplo,LEGO Ville,2006.0,65.0,4.0,/inventories/4965-1,/minifigs/inset-4965-1,50.0,144.0,68.0,,,,Normal,
4966-1,Doll's House,Pre-school,Duplo,LEGO Ville,2006.0,95.0,4.0,/inventories/4966-1,/minifigs/inset-4966-1,69.99,190.0,100.0,5.0,1.0,,Normal,
4967-1,Fire Helicopter,Pre-school,Duplo,LEGO Ville,2006.0,14.0,2.0,/inventories/4967-1,/minifigs/inset-4967-1,15.99,32.0,29.0,,,,Normal,
4968-1,Friendly Zoo,Pre-school,Duplo,LEGO Ville,2006.0,84.0,2.0,/inventories/4968-1,/minifigs/inset-4968-1,49.99,,37.0,,,,Normal,
4969-1,Tractor Fun,Pre-school,Duplo,LEGO Ville,2006.0,4.0,1.0,/inventories/4969-1,/minifigs/inset-4969-1,4.99,13.0,5.0,,,,Normal,
4971-1,Zoo Vehicles,Pre-school,Duplo,LEGO Ville,2006.0,37.0,2.0,/inventories/4971-1,/minifigs/inset-4971-1,24.99,90.0,44.0,4.0,1.0,,Normal,
5470-1,My First Quatro Figure,Pre-school,Quatro,,2006.0,18.0,1.0,/inventories/5470-1,/minifigs/inset-5470-1,10.0,63.0,,,,,Normal,
5475-1,Girls Fantasy Bucket,Basic,Make and Create,,2006.0,190.0,0.0,/inventories/5475-1,,8.0,35.0,,,,,Normal,
5477-1,LEGO Classic House Building,Basic,Make and Create,,2006.0,233.0,0.0,/inventories/5477-1,,14.99,40.0,14.0,3.5,4.0,,Normal,Canister
5480-1,Duplo Town Building,Pre-school,Duplo,,2006.0,87.0,2.0,/inventories/5480-1,/minifigs/inset-5480-1,,,,,,,Normal,
5481-1,Duplo Zoo,Pre-school,Duplo,,2006.0,128.0,2.0,/inventories/5481-1,/minifigs/inset-5481-1,25.0,,,,,,Normal,
5482-1,Ultimate House Building Set,Basic,Make and Create,,2006.0,674.0,0.0,/inventories/5482-1,,25.0,,27.0,5.0,1.0,,Normal,
5483-1,Ready Steady Build & Race Set,Basic,Make and Create,,2006.0,692.0,0.0,/inventories/5483-1,,,,,,,,Normal,
5484-1,{Zoo animal},Pre-school,Duplo,,2006.0,,0.0,,,,,,,,,Normal,
5485-0,Zoo {Random Bag},Pre-school,Duplo,LEGO Ville,2006.0,4.0,0.0,/inventories/5485-0,,,,,,,,Random,Polybag
5485-2,Zoo - Zoo Keeper,Pre-school,Duplo,,2006.0,,0.0,,,,,,,,,Normal,Polybag
5485-3,Zoo - Penguin,Pre-school,Duplo,,2006.0,,0.0,,,,,,,,,Normal,Polybag
5485-4,Zoo - Polar Bear,Pre-school,Duplo,,2006.0,,0.0,,,,,,,,,Normal,Polybag
5485-5,Zoo - Hippopotamus,Pre-school,Duplo,,2006.0,,0.0,,,,,,,,,Normal,Polybag
5485-6,Zoo - Giraffe,Pre-school,Duplo,,2006.0,,0.0,,,,,,,,,Normal,Polybag
5491-1,XXL 2000,Basic,Make and Create,,2006.0,2000.0,0.0,,,40.0,,,,,,Normal,
5492-1,Limited Edition Green Brick Tub,Pre-school,Duplo,Bonus/Value Pack,2006.0,121.0,0.0,/inventories/5492-1,,,,,,,,Normal,Plastic box
5517-1,XXL 1800,Basic,Make and Create,,2006.0,1800.0,0.0,/inventories/5517-1,,,,,,,,Normal,
5965-1,Silver Bad Guy,Action/Adventure,Exo-Force,Original,2006.0,24.0,0.0,/inventories/5965-1,,,,,,,,Normal,Polybag
5966-1,White Good Guy,Action/Adventure,Exo-Force,Original,2006.0,22.0,1.0,/inventories/5966-1,/minifigs/inset-5966-1,,14.0,3.0,4.0,1.0,,Normal,Polybag
5967-1,Red Good Guy,Action/Adventure,Exo-Force,Original,2006.0,22.0,1.0,/inventories/5967-1,/minifigs/inset-5967-1,,14.0,3.0,,,,Normal,Polybag
6092-1,Anniversary Bucket,Basic,Make and Create,,2006.0,700.0,0.0,,,,34.0,33.0,,,,Normal,Bucket
6092-2,Special Edition Creative Building Tub,Basic,Make and Create,,2006.0,700.0,0.0,,,15.0,100.0,,,,,Normal,
6111-1,Street Chase,Racing,Racers,Tiny Turbos,2006.0,198.0,0.0,/inventories/6111-1,,,29.0,,5.0,1.0,,Collection,Box
6112-1,"LEGO World of Bricks - 1,000 Elements",Basic,Make and Create,,2006.0,1000.0,0.0,,,20.0,,,4.0,1.0,,Normal,
6114-1,LEGO Creator 200 + 40 Special Elements,Basic,Make and Create,,2006.0,242.0,0.0,,,13.0,,5.0,,,,Normal,
6205-1,V-wing Fighter,Licensed,Star Wars,Episode III,2006.0,118.0,1.0,/inventories/6205-1,/minifigs/inset-6205-1,10.0,35.0,13.0,4.3,64.0,,Normal,Box
6206-1,TIE Interceptor,Licensed,Star Wars,Episode VI,2006.0,212.0,1.0,/inventories/6206-1,/minifigs/inset-6206-1,19.99,83.0,32.0,4.2,41.0,,Normal,Box
6207-1,A-wing Fighter,Licensed,Star Wars,Episode VI,2006.0,194.0,2.0,/inventories/6207-1,/minifigs/inset-6207-1,16.0,39.0,17.0,4.7,36.0,,Normal,Box
6208-1,B-wing Fighter,Licensed,Star Wars,Episode VI,2006.0,435.0,2.0,/inventories/6208-1,/minifigs/inset-6208-1,34.99,110.0,45.0,4.2,33.0,,Normal,Box
6209-1,Slave I,Licensed,Star Wars,Episode V,2006.0,537.0,5.0,/inventories/6209-1,/minifigs/inset-6209-1,49.99,159.0,67.0,4.9,54.0,,Normal,Box
6210-1,Jabba's Sail Barge,Licensed,Star Wars,Episode VI,2006.0,781.0,8.0,/inventories/6210-1,/minifigs/inset-6210-1,74.99,305.0,114.0,4.8,28.0,,Normal,Box
6211-1,Imperial Star Destroyer,Licensed,Star Wars,Episode IV,2006.0,1367.0,9.0,/inventories/6211-1,/minifigs/inset-6211-1,99.99,335.0,142.0,4.4,41.0,,Normal,Box
6212-1,X-wing Fighter,Licensed,Star Wars,Episode V,2006.0,437.0,6.0,/inventories/6212-1,/minifigs/inset-6212-1,49.99,78.0,44.0,4.7,52.0,,Normal,Box
6620-1,Ultimate Accessory Set,Constraction,Bionicle,Accessories,2006.0,500.0,0.0,/inventories/6620-1,,,185.0,,4.0,2.0,,Normal,
6638-1,Ultimate Creatures Accessory Set,Constraction,Bionicle,Accessories,2006.0,300.0,0.0,/inventories/6638-1,,20.0,85.0,,4.8,4.0,,Normal,
6934-1,Good Guy,Constraction,Bionicle,,2006.0,16.0,0.0,/inventories/6934-1,,,16.0,6.0,3.7,3.0,,Normal,
6935-1,Bad Guy,Constraction,Bionicle,,2006.0,16.0,0.0,/inventories/6935-1,,,28.0,8.0,4.5,2.0,,Normal,
6936-1,Piraka & Catapult,Constraction,Bionicle,Playsets,2006.0,20.0,1.0,/inventories/6936-1,/minifigs/inset-6936-1,,,16.0,,,,Normal,
6937-1,Give Away,Constraction,Bionicle,Playsets,2006.0,17.0,2.0,/inventories/6937-1,/minifigs/inset-6937-1,,,8.0,,,,Normal,
7020-1,Army of Vikings with Heavy Artillery Wagon,Historical,Vikings,,2006.0,312.0,7.0,/inventories/7020-1,/minifigs/inset-7020-1,30.0,81.0,52.0,4.8,10.0,,Normal,Box
7021-1,Viking Double Catapault versus the Armoured Ofnir Dragon,Historical,Vikings,,2006.0,505.0,3.0,/inventories/7021-1,/minifigs/inset-7021-1,39.99,91.0,84.0,4.7,7.0,,Normal,Box
7215-1,Frame & Hairband,Girls,Clikits,,2006.0,,0.0,,,,1.0,,,,,Normal,
7216-1,Gold Good Guy ,Constraction,Bionicle,,2006.0,22.0,0.0,/inventories/7216-1,,,11.0,3.0,,,,Normal,
7217-1,Duracell Bad Guy,Constraction,Bionicle,,2006.0,16.0,0.0,/inventories/7217-1,,,7.0,8.0,,,,Normal,
7237-2,Police Station,Modern day,City,Police,2006.0,589.0,7.0,,/minifigs/inset-7237-2,,151.0,51.0,,,,Normal,Box
7261-2,"Clone Turbo Tank (non-light-up, 2006 edition)",Licensed,Star Wars,Episode III,2006.0,813.0,8.0,,/minifigs/inset-7261-2,90.0,250.0,123.0,,,,Normal,Box
7335-1,Foundation Set - Blue Bucket,Basic,Make and Create,,2006.0,464.0,2.0,/inventories/7335-1,/minifigs/inset-7335-1,,,,,,,Normal,
7336-1,Foundation Set - Red Bucket,Basic,Make and Create,,2006.0,427.0,0.0,/inventories/7336-1,,,,,,,,Normal,
7337-1,Foundation Set - Green Bucket,Pre-school,Duplo,,2006.0,50.0,2.0,/inventories/7337-1,/minifigs/inset-7337-1,,,,,,,Normal,
7338-1,LEGO DUPLO Big Crate,Pre-school,Duplo,Zoo,2006.0,116.0,2.0,/inventories/7338-1,/minifigs/inset-7338-1,,,,,,,Normal,
7339-1,Friendly Animal Bus,Pre-school,Duplo,Zoo,2006.0,110.0,5.0,/inventories/7339-1,/minifigs/inset-7339-1,,,,,,,Normal,
7545-1,Pink & Pearls Jewels 'n' More,Girls,Clikits,,2006.0,67.0,0.0,/inventories/7545-1,,,31.0,,,,,Normal,
7546-1,Tropical Breeze Jewels 'n' More,Girls,Clikits,,2006.0,72.0,0.0,/inventories/7546-1,,,31.0,,,,,Normal,
7548-1,Fun Flamingo Frames 'n' More,Girls,Clikits,,2006.0,79.0,0.0,/inventories/7548-1,,,37.0,,,,,Normal,
7549-1,Totally Tropical Décor Set,Girls,Clikits,,2006.0,130.0,0.0,/inventories/7549-1,,,,,,,,Normal,
7554-1,Pearly Pink Bracelet & Bands,Girls,Clikits,,2006.0,63.0,0.0,/inventories/7554-1,,,,,,,,Normal,
7555-1,Glitter & Sparkle Beauty Set,Girls,Clikits,,2006.0,57.0,0.0,/inventories/7555-1,,,,,,,,Normal,
7577-1,Winter Wonder Palace,Girls,Belville,,2006.0,168.0,3.0,/inventories/7577-1,/minifigs/inset-7577-1,69.99,117.0,57.0,,,,Normal,
7578-1,Ultimate Princesses,Girls,Belville,,2006.0,149.0,2.0,/inventories/7578-1,/minifigs/inset-7578-1,49.99,,36.0,,,,Normal,
7579-1,Blossom Fairy,Girls,Belville,,2006.0,46.0,1.0,/inventories/7579-1,/minifigs/inset-7579-1,9.99,23.0,14.0,3.0,1.0,,Normal,
7601-1,Go-Kart,Model making,Creator,,2006.0,41.0,0.0,/inventories/7601-1,,,,,,,,Normal,Polybag
7602-1,Black SUV,Model making,Creator,,2006.0,46.0,0.0,/inventories/7602-1,,,9.0,3.0,4.0,3.0,,Normal,Polybag
7603-1,Dump Truck,Model making,Creator,,2006.0,33.0,0.0,/inventories/7603-1,,,,,,,,Normal,Polybag
7604-1,Triceratops,Model making,Creator,,2006.0,34.0,0.0,/inventories/7604-1,,,10.0,2.0,3.8,5.0,,Normal,Polybag
7605-1,Stegosaurus,Model making,Creator,,2006.0,47.0,0.0,/inventories/7605-1,,,,,,,,Normal,Polybag
7606-1,Frog,Model making,Creator,,2006.0,33.0,0.0,/inventories/7606-1,,,16.0,4.0,4.0,3.0,,Normal,Polybag
7607-1,Butterfly,Model making,Creator,,2006.0,29.0,0.0,/inventories/7607-1,,,,,,,,Normal,Polybag
7608-1,Dolphin,Model making,Creator,,2006.0,27.0,0.0,/inventories/7608-1,,,,,,,,Normal,Polybag
7609-1,Rescue Chopper,Model making,Creator,,2006.0,27.0,0.0,/inventories/7609-1,,,4.0,2.0,4.5,2.0,,Normal,Polybag
7610-1,Speedboat,Model making,Creator,,2006.0,18.0,0.0,/inventories/7610-1,,,20.0,3.0,4.0,4.0,,Normal,Polybag
7700-1,Stealth Hunter,Action/Adventure,Exo-Force,Original,2006.0,164.0,1.0,/inventories/7700-1,/minifigs/inset-7700-1,14.99,58.0,17.0,3.9,19.0,,Normal,Box
7701-1,Grand Titan,Action/Adventure,Exo-Force,Original,2006.0,196.0,1.0,/inventories/7701-1,/minifigs/inset-7701-1,15.0,64.0,18.0,4.3,16.0,,Normal,Box
7702-1,Thunder Fury,Action/Adventure,Exo-Force,Original,2006.0,197.0,1.0,/inventories/7702-1,/minifigs/inset-7702-1,15.0,35.0,16.0,4.4,5.0,,Normal,Box
7703-1,Fire Vulture,Action/Adventure,Exo-Force,Original,2006.0,177.0,1.0,/inventories/7703-1,/minifigs/inset-7703-1,15.0,32.0,18.0,3.8,6.0,,Normal,Box
7704-1,Sonic Phantom,Action/Adventure,Exo-Force,Original,2006.0,215.0,1.0,/inventories/7704-1,/minifigs/inset-7704-1,20.0,40.0,14.0,4.0,8.0,,Normal,Box
7705-1,Gate Assault,Action/Adventure,Exo-Force,Original,2006.0,402.0,5.0,/inventories/7705-1,/minifigs/inset-7705-1,30.0,54.0,30.0,4.5,11.0,,Normal,Box
7706-1,Mobile Defense Tank,Action/Adventure,Exo-Force,Original,2006.0,365.0,2.0,/inventories/7706-1,/minifigs/inset-7706-1,30.0,90.0,30.0,3.7,9.0,,Normal,Box
7707-1,Striking Venom,Action/Adventure,Exo-Force,Original,2006.0,646.0,6.0,/inventories/7707-1,/minifigs/inset-7707-1,49.99,65.0,73.0,4.8,8.0,,Normal,Box
7708-1,Uplink,Action/Adventure,Exo-Force,Original,2006.0,69.0,1.0,/inventories/7708-1,/minifigs/inset-7708-1,5.0,16.0,7.0,4.2,19.0,,Normal,Box
7709-1,Sentai Fortress,Action/Adventure,Exo-Force,Original,2006.0,1448.0,8.0,/inventories/7709-1,/minifigs/inset-7709-1,100.0,150.0,95.0,4.7,11.0,,Normal,Box
7711-1,Sentry,Action/Adventure,Exo-Force,Original,2006.0,78.0,1.0,/inventories/7711-1,/minifigs/inset-7711-1,4.99,18.0,9.0,4.5,15.0,,Normal,Box
7712-1,Supernova,Action/Adventure,Exo-Force,Original,2006.0,287.0,1.0,/inventories/7712-1,/minifigs/inset-7712-1,20.0,95.0,59.0,3.9,10.0,,Normal,Box
7713-1,Bridge Walker and White Lightning,Action/Adventure,Exo-Force,Original,2006.0,657.0,4.0,/inventories/7713-1,/minifigs/inset-7713-1,50.0,161.0,74.0,5.0,2.0,,Normal,Box
7716-1,QUICK Good Guy White,Constraction,Bionicle,,2006.0,21.0,0.0,/inventories/7716-1,,,8.0,,3.0,1.0,,Normal,Polybag
7717-1,QUICK Bad Guy Green,Constraction,Bionicle,,2006.0,26.0,0.0,/inventories/7717-1,,,15.0,7.0,,,,Normal,Polybag
7718-1,QUICK Bad Guy Yellow,Constraction,Bionicle,,2006.0,26.0,0.0,/inventories/7718-1,,,8.0,5.0,4.7,3.0,,Normal,Polybag
7719-1,QUICK Good Guy Red,Constraction,Bionicle,,2006.0,21.0,0.0,/inventories/7719-1,,,8.0,6.0,5.0,1.0,,Normal,Polybag
7779-1,The Batman Dragster: Catwoman Pursuit,Licensed,Batman,,2006.0,92.0,2.0,/inventories/7779-1,/minifigs/inset-7779-1,10.0,152.0,40.0,3.7,17.0,,Normal,Box
7780-1,The Batboat: Hunt for Killer Croc,Licensed,Batman,,2006.0,188.0,2.0,/inventories/7780-1,/minifigs/inset-7780-1,19.99,137.0,64.0,4.2,12.0,,Normal,Box
7781-1,The Batmobile: Two-Face's Escape,Licensed,Batman,,2006.0,386.0,3.0,/inventories/7781-1,/minifigs/inset-7781-1,29.99,191.0,90.0,4.5,31.0,,Normal,Box
7782-1,The Batwing: The Joker's Aerial Assault,Licensed,Batman,,2006.0,523.0,3.0,/inventories/7782-1,/minifigs/inset-7782-1,50.0,145.0,90.0,4.5,16.0,,Normal,Box
7783-1,The Batcave: The Penguin and Mr. Freeze's Invasion,Licensed,Batman,,2006.0,1071.0,7.0,/inventories/7783-1,/minifigs/inset-7783-1,89.99,407.0,227.0,4.9,18.0,,Normal,Box
7784-1,The Batmobile: Ultimate Collectors' Edition,Licensed,Batman,,2006.0,1045.0,0.0,/inventories/7784-1,,70.0,304.0,166.0,4.6,13.0,,Normal,Box
7785-1,Arkham Asylum,Licensed,Batman,,2006.0,860.0,7.0,/inventories/7785-1,/minifigs/inset-7785-1,79.99,300.0,197.0,3.9,14.0,,Normal,Box
7790-1,Standard Starter Set,Pre-school,Duplo,,2006.0,75.0,1.0,/inventories/7790-1,/minifigs/inset-7790-1,,,23.0,,,,Normal,Tub
7792-1,Deluxe Starter Set,Pre-school,Duplo,,2006.0,120.0,2.0,/inventories/7792-1,/minifigs/inset-7792-1,,,,,,,Normal,
7793-1,Standard Starter Set,Basic,Make and Create,,2006.0,487.0,1.0,/inventories/7793-1,/minifigs/inset-7793-1,,29.0,12.0,,,,Normal,
7794-1,{Set with two minifigs},Basic,Make and Create,,2006.0,,0.0,,,,,,,,,Normal,
7795-1,Deluxe Starter Set,Basic,Make and Create,,2006.0,1110.0,3.0,/inventories/7795-1,/minifigs/inset-7795-1,,98.0,,,,,Normal,
7844-1,Airport Rescue Truck,Pre-school,Duplo,Airport,2006.0,30.0,2.0,/inventories/7844-1,/minifigs/inset-7844-1,14.99,129.0,31.0,5.0,1.0,,Normal,
7846-1,Dragon Tournament,Pre-school,Duplo,Castle,2006.0,44.0,3.0,/inventories/7846-1,/minifigs/inset-7846-1,30.0,298.0,82.0,,,,Normal,
7880-1,Big Pirate Ship,Pre-school,Duplo,Pirates,2006.0,60.0,4.0,/inventories/7880-1,/minifigs/inset-7880-1,99.99,250.0,133.0,5.0,1.0,,Normal,
7881-1,Pirate Ship,Pre-school,Duplo,Pirates,2006.0,33.0,2.0,/inventories/7881-1,/minifigs/inset-7881-1,39.99,150.0,61.0,,,,Normal,
7882-1,Shark Attack,Pre-school,Duplo,Pirates,2006.0,13.0,1.0,/inventories/7882-1,/minifigs/inset-7882-1,19.99,147.0,53.0,5.0,1.0,,Normal,
7883-1,Treasure Hunt,Pre-school,Duplo,Pirates,2006.0,14.0,2.0,/inventories/7883-1,/minifigs/inset-7883-1,9.99,40.0,20.0,,,,Normal,
7890-1,Ambulance,Modern day,City,Medical,2006.0,118.0,1.0,/inventories/7890-1,/minifigs/inset-7890-1,7.99,42.0,12.0,4.4,15.0,,Normal,Box
7891-1,Airport Fire Truck,Modern day,City,Airport,2006.0,148.0,1.0,/inventories/7891-1,/minifigs/inset-7891-1,14.99,44.0,14.0,4.2,10.0,,Normal,Box
7892-1,Hospital,Modern day,City,Medical,2006.0,382.0,4.0,/inventories/7892-1,/minifigs/inset-7892-1,49.99,141.0,57.0,3.2,13.0,,Normal,Box
7893-1,Passenger Plane,Modern day,City,Airport,2006.0,401.0,4.0,/inventories/7893-1,/minifigs/inset-7893-1,39.99,245.0,71.0,4.5,37.0,,Normal,Box
7893-2,Passenger Plane - ANA version,Modern day,City,Airport,2006.0,384.0,4.0,,/minifigs/inset-7893-2,,,,,,,Normal,Box
